Csec_ID,GeneID,proteinID,domain,annotation,GO
Csec_G04645,B7P43_G04645,PNF34004.1,DDE_Tnp_1-like zinc-ribbon|Transposase IS4|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4,"PiggyBac transposable element-derived protein 4, C-terminal zinc-ribbon|PiggyBac transposable element-derived protein",NA|-
Csec_G07725,B7P43_G07725,PNF23477.1,DDE_Tnp_1-like zinc-ribbon|Transposase IS4|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4,"PiggyBac transposable element-derived protein 4, C-terminal zinc-ribbon|PiggyBac transposable element-derived protein",NA|-
Csec_G09117,B7P43_G09117,PNF23441.1,DDE_Tnp_1-like zinc-ribbon|Transposase IS4|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4,"PiggyBac transposable element-derived protein 4, C-terminal zinc-ribbon|PiggyBac transposable element-derived protein",NA|-
Csec_G02211,B7P43_G02211,PNF17885.1,DDE_Tnp_1-like zinc-ribbon|Transposase IS4|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4,"PiggyBac transposable element-derived protein 4, C-terminal zinc-ribbon|PiggyBac transposable element-derived protein",-|NA
Csec_G06477,B7P43_G06477,PNF27192.1,DDE_Tnp_1-like zinc-ribbon|Transposase IS4|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4,"PiggyBac transposable element-derived protein 4, C-terminal zinc-ribbon|PiggyBac transposable element-derived protein",-|NA
Csec_G16808,B7P43_G16808,PNF40793.1,DDE_Tnp_1-like zinc-ribbon|Transposase IS4|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|consensus disorder prediction,"PiggyBac transposable element-derived protein 4, C-terminal zinc-ribbon|PiggyBac transposable element-derived protein",-|NA
Csec_G01913,B7P43_G01913,PNF29528.1,DNA/RNA polymerases,Reverse transcriptase/Diguanylate cyclase domain|DNA/RNA polymerase superfamily,-
Csec_G17236,B7P43_G17236,PNF39930.1,DNA/RNA polymerases,Reverse transcriptase/Diguanylate cyclase domain|DNA/RNA polymerase superfamily,-
Csec_G00717,B7P43_G00717,PNF32188.1,"ENZYMATIC POLYPROTEIN-RELATED|Acid proteases|Reverse transcriptase (RNA-dependent DNA polymerase)|Integrase core domain|Reverse transcriptase (RT) catalytic domain profile.|Ribonuclease H-like|Eukaryotic and viral aspartyl proteases active site.|retropepsin_like|RNase_HI_RT_Ty3|DNA/RNA polymerases|RT_LTR|Acid Proteases|Integrase catalytic domain profile.|Integrase zinc binding domain|HIV Type 1 Reverse Transcriptase, subunit A, domain 1|RNase H-like domain found in reverse transcriptase","Reverse transcriptase/Diguanylate cyclase domain|Aspartic peptidase domain superfamily|Reverse transcriptase domain|Integrase, catalytic core|Ribonuclease H-like superfamily|Aspartic peptidase, active site|Ribonuclease H superfamily|DNA/RNA polymerase superfamily|Integrase zinc-binding domain|Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain",NA|-|GO:0015074|GO:0004190|GO:0006508|GO:0003676
Csec_G12568,B7P43_G12568,PNF14204.1,ENZYMATIC POLYPROTEIN-RELATED|Ribonuclease H-like|Integrase zinc binding domain|Integrase core domain|Integrase catalytic domain profile.,"Ribonuclease H-like superfamily|Integrase zinc-binding domain|Ribonuclease H superfamily|Integrase, catalytic core",NA|-|GO:0003676|GO:0015074
Csec_G12197,B7P43_G12197,PNF19018.1,"ENZYMATIC POLYPROTEIN-RELATED|RNase_HI_RT_Ty3|Reverse transcriptase (RT) catalytic domain profile.|Integrase zinc binding domain|Integrase core domain|Reverse transcriptase (RNA-dependent DNA polymerase)|RNase H-like domain found in reverse transcriptase|DNA/RNA polymerases|retropepsin_like|Integrase catalytic domain profile.|Acid Proteases|RT_LTR|Ribonuclease H-like|HIV Type 1 Reverse Transcriptase, subunit A, domain 1|Acid proteases","Reverse transcriptase/Diguanylate cyclase domain|Reverse transcriptase domain|Integrase zinc-binding domain|Integrase, catalytic core|Reverse transcriptase, RNase H-like domain|DNA/RNA polymerase superfamily|Aspartic peptidase domain superfamily|Ribonuclease H superfamily|Ribonuclease H-like superfamily",NA|-|GO:0015074|GO:0003676
Csec_G07347,B7P43_G07347,PNF17700.1,hAT family C-terminal dimerisation region|HTH domain in Mos1 transposase|E3 SUMO-PROTEIN LIGASE KIAA1586,"Ribonuclease H superfamily|HAT, C-terminal dimerisation domain|Mos1 transposase, HTH domain",GO:0003676|GO:0046983|NA|-
Csec_G07441,B7P43_G07441,PNF37088.1,Helix-turn-helix domain (DUF4817)|Homeodomain-like|TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817)|Homeobox-like domain superfamily,GO:0003676|-|NA
Csec_G00613,B7P43_G00613,PNF20161.1,Helix-turn-helix domain (DUF4817)|TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|NA|-
Csec_G05389,B7P43_G05389,PNF24557.1,Helix-turn-helix domain (DUF4817)|TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|NA|-
Csec_G07247,B7P43_G07247,PNF38372.1,Helix-turn-helix domain (DUF4817)|TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),NA|GO:0003676|-
Csec_G16334,B7P43_G16334,PNF26447.1,Helix-turn-helix domain (DUF4817)|TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|NA|-
Csec_G01012,B7P43_G01012,PNF15394.1,Helix-turn-helix domain (DUF4817)|TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|-|NA
Csec_G05161,B7P43_G05161,PNF27273.1,Helix-turn-helix domain (DUF4817)|TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|-|NA
Csec_G06225,B7P43_G06225,PNF41083.1,Helix-turn-helix domain (DUF4817)|TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|-|NA
Csec_G08819,B7P43_G08819,PNF40965.1,Helix-turn-helix domain (DUF4817)|TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|-|NA
Csec_G13191,B7P43_G13191,PNF33180.1,Helix-turn-helix domain (DUF4817)|TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|-|NA
Csec_G14120,B7P43_G14120,PNF41426.1,Helix-turn-helix domain (DUF4817)|TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|-|NA
Csec_G14839,B7P43_G14839,PNF22502.1,Helix-turn-helix domain (DUF4817)|TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|-|NA
Csec_G03919,B7P43_G03919,PNF43528.1,Helix-turn-helix domain (DUF4817)|TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Coil,Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|-|NA
Csec_G14112,B7P43_G14112,PNF15197.1,"HIV Type 1 Reverse Transcriptase, subunit A, domain 1|DNA/RNA polymerases",Reverse transcriptase/Diguanylate cyclase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G08428,B7P43_G08428,PNF30200.1,"HIV Type 1 Reverse Transcriptase, subunit A, domain 1|Reverse transcriptase (RT) catalytic domain profile.|Rnase_HI_RT_non_LTR|RNase H type-1 domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|RNase H|DNA/RNA polymerases|RT_nLTR_like|Ribonuclease H-like",Reverse transcriptase domain|Ribonuclease H domain|DNA/RNA polymerase superfamily|Ribonuclease H superfamily|Reverse transcriptase/Diguanylate cyclase domain|Ribonuclease H-like superfamily,NA|-|GO:0003676|GO:0004523|GO:0003676
Csec_G03322,B7P43_G03322,PNF18074.1,"HIV Type 1 Reverse Transcriptase, subunit A, domain 1|RNase_HI_RT_Ty3|Reverse transcriptase (RT) catalytic domain profile.|RNase H-like domain found in reverse transcriptase|Integrase core domain|Integrase catalytic domain profile.|TRANSPOSON TY3-I GAG-POL POLYPROTEIN|DNA/RNA polymerases|Integrase zinc binding domain|TRANSPOSON TY3-I GAG-POL POLYPROTEIN-LIKE PROTEIN|RT_LTR|Reverse transcriptase (RNA-dependent DNA polymerase)|Ribonuclease H-like","Ribonuclease H superfamily|Reverse transcriptase/Diguanylate cyclase domain|Reverse transcriptase domain|Reverse transcriptase, RNase H-like domain|Integrase, catalytic core|DNA/RNA polymerase superfamily|Integrase zinc-binding domain|Ribonuclease H-like superfamily",GO:0003676|NA|-|GO:0015074
Csec_G03652,B7P43_G03652,PNF23161.1,Homeodomain-like domain|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,NA|GO:0003676
Csec_G03413,B7P43_G03413,PNF31454.1,Homeodomain-like domain|Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Transposase, type 1",GO:0003676|NA|-
Csec_G05519,B7P43_G05519,PNF42297.1,Homeodomain-like|Helix-turn-helix domain (DUF4817)|TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily|Homeobox-like domain superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|-|NA
Csec_G02806,B7P43_G02806,PNF43879.1,Homeodomain-like|Helix-turn-helix domain (DUF4817)|TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily|Homeobox-like domain superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|-|NA
Csec_G06787,B7P43_G06787,PNF14304.1,Homeodomain-like|TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Helix-turn-helix domain (DUF4817),Ribonuclease H superfamily|Homeobox-like domain superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|NA|-
Csec_G01145,B7P43_G01145,PNF34093.1,HTH domain in Mos1 transposase,"Mos1 transposase, HTH domain",NA|-
Csec_G09556,B7P43_G09556,PNF43802.1,HTH domain in Mos1 transposase,"Mos1 transposase, HTH domain",NA|-
Csec_G09680,B7P43_G09680,PNF24433.1,HTH domain in Mos1 transposase,"Mos1 transposase, HTH domain",NA|-
Csec_G16306,B7P43_G16306,PNF18261.1,HTH domain in Mos1 transposase,"Mos1 transposase, HTH domain",NA|-
Csec_G00563,B7P43_G00563,PNF33491.1,HTH domain in Mos1 transposase,"Mos1 transposase, HTH domain",-|NA
Csec_G01689,B7P43_G01689,PNF14417.1,HTH domain in Mos1 transposase,"Mos1 transposase, HTH domain",-|NA
Csec_G01991,B7P43_G01991,PNF25145.1,HTH domain in Mos1 transposase,"Mos1 transposase, HTH domain",-|NA
Csec_G15456,B7P43_G15456,PNF20255.1,HTH domain in Mos1 transposase,"Mos1 transposase, HTH domain",-|NA
Csec_G17046,B7P43_G17046,PNF44002.1,HTH domain in Mos1 transposase,"Mos1 transposase, HTH domain",-|NA
Csec_G07642,B7P43_G07642,PNF41644.1,HTH domain in Mos1 transposase,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|GO:0003676
Csec_G06820,B7P43_G06820,PNF26656.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain",NA|-
Csec_G03075,B7P43_G03075,PNF24615.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",NA|-|GO:0003676
Csec_G03429,B7P43_G03429,PNF41749.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Mos1 transposase, HTH domain",GO:0003676|NA|-
Csec_G06351,B7P43_G06351,PNF26043.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Mos1 transposase, HTH domain",NA|GO:0003676|-
Csec_G07282,B7P43_G07282,PNF29962.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Mos1 transposase, HTH domain",GO:0003676|NA|-
Csec_G15300,B7P43_G15300,PNF16228.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Mos1 transposase, HTH domain",NA|GO:0003676|-
Csec_G04271,B7P43_G04271,PNF20610.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",NA|-|GO:0003676
Csec_G11160,B7P43_G11160,PNF36792.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Mos1 transposase, HTH domain",GO:0003676|NA|-
Csec_G06608,B7P43_G06608,PNF38978.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G18198,B7P43_G18198,PNF43994.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G07101,B7P43_G07101,PNF22656.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G11391,B7P43_G11391,PNF22963.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain",NA|-
Csec_G02594,B7P43_G02594,PNF30213.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain",-|NA
Csec_G10433,B7P43_G10433,PNF15787.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain",-|NA
Csec_G00377,B7P43_G00377,PNF37233.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G00518,B7P43_G00518,PNF36332.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G00887,B7P43_G00887,PNF16764.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",NA|-|GO:0003676
Csec_G00920,B7P43_G00920,PNF39899.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",NA|-|GO:0003676
Csec_G04699,B7P43_G04699,PNF42584.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G04773,B7P43_G04773,PNF39739.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G04786,B7P43_G04786,PNF20111.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G05157,B7P43_G05157,PNF14868.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G06193,B7P43_G06193,PNF30635.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G06782,B7P43_G06782,PNF14310.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",NA|-|GO:0003676
Csec_G07254,B7P43_G07254,PNF38408.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",NA|-|GO:0003676
Csec_G07777,B7P43_G07777,PNF28730.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G15099,B7P43_G15099,PNF28974.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G15696,B7P43_G15696,PNF31118.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G16861,B7P43_G16861,PNF15043.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G17090,B7P43_G17090,PNF23309.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G17619,B7P43_G17619,PNF34187.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",NA|-|GO:0003676
Csec_G18376,B7P43_G18376,PNF22340.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G18441,B7P43_G18441,PNF38073.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G00840,B7P43_G00840,PNF17056.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G01292,B7P43_G01292,PNF42618.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G02698,B7P43_G02698,PNF26722.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G04757,B7P43_G04757,PNF28316.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G06664,B7P43_G06664,PNF22745.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G08038,B7P43_G08038,PNF36951.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G09023,B7P43_G09023,PNF18508.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G09436,B7P43_G09436,PNF35835.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G09445,B7P43_G09445,PNF29886.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G09499,B7P43_G09499,PNF20988.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G10505,B7P43_G10505,PNF16374.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G10916,B7P43_G10916,PNF25373.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G11865,B7P43_G11865,PNF29175.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G14788,B7P43_G14788,PNF28504.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G14959,B7P43_G14959,PNF14554.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G03600,B7P43_G03600,PNF21909.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Mos1 transposase, HTH domain",GO:0003676|NA|-
Csec_G06624,B7P43_G06624,PNF20008.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Mos1 transposase, HTH domain",NA|GO:0003676|-
Csec_G08515,B7P43_G08515,PNF18540.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Mos1 transposase, HTH domain",NA|GO:0003676|-
Csec_G16304,B7P43_G16304,PNF18276.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Mos1 transposase, HTH domain",GO:0003676|NA|-
Csec_G18390,B7P43_G18390,PNF35638.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Mos1 transposase, HTH domain",GO:0003676|NA|-
Csec_G06547,B7P43_G06547,PNF32016.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Mos1 transposase, HTH domain",GO:0003676|-|NA
Csec_G07891,B7P43_G07891,PNF24073.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Mos1 transposase, HTH domain",GO:0003676|-|NA
Csec_G09754,B7P43_G09754,PNF43793.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Mos1 transposase, HTH domain",GO:0003676|-|NA
Csec_G12282,B7P43_G12282,PNF19909.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Mos1 transposase, HTH domain",GO:0003676|-|NA
Csec_G01979,B7P43_G01979,PNF25138.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|Coil,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",NA|-|GO:0003676
Csec_G02291,B7P43_G02291,PNF35989.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|Coil,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",NA|-|GO:0003676
Csec_G11150,B7P43_G11150,PNF25829.1,HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|Coil,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|NA|GO:0003676
